ID,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,ACUSADO,FECHA_y,AAAA_y,MM_y,DD_y,ROL,VICTIMA_y,SEXO,EDAD
2016-0147,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,PASAJEROS,11/16/2016,2016,11,16,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55
2016-0148,22,AV GARMENDIA 4895,AVENIDA,15,-58.46536113,-34.59484504,MOTO,11/16/2016,2016,11,16,CONDUCTOR,MOTO,MASCULINO,30
2016-0150,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,4,-58.40879146,-34.65273216,CARGAS,11/18/2016,2016,11,18,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41
2016-0151,20,AV 27 DE FEBRERO Y AV ESCALADA,CALLE,0,-58.441664463445676,-34.61969973512046,AUTO,11/18/2016,2016,11,18,PEATON,PEATON,MASCULINO,30
2016-0152,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,7,-58.46451841,-34.64991946,AUTO,11/23/2016,2016,11,23,CONDUCTOR,MOTO,MASCULINO,42
2016-0153,15,ARAOZ Y AV CORDOBA,AVENIDA,15,-58.4291709,-34.59485488,MOTO,11/25/2016,2016,11,25,PEATON,PEATON,FEMENINO,83
2016-0154,14,AV GRAL PAZ 15200,GRAL PAZ,8,-58.49007772,-34.68251141,MOTO,11/26/2016,2016,11,26,CONDUCTOR,MOTO,MASCULINO,38
2016-0155,16,MADERO 900,CALLE,10,-58.52756365,-34.62772274,AUTO,11/26/2016,2016,11,26,PEATON,PEATON,FEMENINO,29
2016-0156,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,3,-58.40638983,-34.61943202,PASAJEROS,11/26/2016,2016,11,26,CONDUCTOR,MOTO,MASCULINO,23
2016-0157,6,AV JUAN B JUSTO 5645,AVENIDA,11,-58.47576807,-34.61740997,MOTO,12/3/2016,2016,12,3,CONDUCTOR,MOTO,MASCULINO,23
2016-0159,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,AUTO,12/4/2016,2016,12,4,CONDUCTOR,AUTO,MASCULINO,23
2016-0160,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9,-58.51927194,-34.63635787,OBJETO FIJO,12/6/2016,2016,12,6,CONDUCTOR,CARGAS,MASCULINO,29
2016-0161,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PASAJEROS,12/6/2016,2016,12,6,PEATON,PEATON,MASCULINO,50
2016-0162,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15,-58.45396573,-34.58518167,AUTO,12/7/2016,2016,12,7,PEATON,PEATON,MASCULINO,38
2016-0163,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,11,-58.52340614,-34.59798754,AUTO,12/10/2016,2016,12,10,CONDUCTOR,MOTO,MASCULINO,23
2016-0164,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,AUTO,12/11/2016,2016,12,11,CONDUCTOR,AUTO,MASCULINO,29
2016-0165,8,AV MARTIN GARCIA 300,AVENIDA,4,-58.36926144,-34.62841919,PASAJEROS,12/12/2016,2016,12,12,CICLISTA,BICICLETA,MASCULINO,37
2016-0168,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,AUTO,12/13/2016,2016,12,13,CONDUCTOR,MOTO,MASCULINO,43
2016-0169,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12,-58.47935434,-34.55676497,PASAJEROS,12/15/2016,2016,12,15,CONDUCTOR,MOTO,MASCULINO,24
2016-0170,17,AV GRAL PAZ 4500,GRAL PAZ,12,-58.50598256,-34.5637998,AUTO,12/19/2016,2016,12,19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
2016-0171,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO,12/25/2016,2016,12,25,CONDUCTOR,MOTO,MASCULINO,30
2016-0172,8,AV GARAY Y CASTRO,AVENIDA,5,-58.41918902,-34.63174259,CARGAS,12/26/2016,2016,12,26,CONDUCTOR,MOTO,MASCULINO,38
2016-0173,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7,-58.46749188,-34.63551751,CARGAS,12/26/2016,2016,12,26,CONDUCTOR,MOTO,MASCULINO,35
2016-0174,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,0,-58.441664463445676,-34.61969973512046,AUTO,12/27/2016,2016,12,27,CONDUCTOR,MOTO,MASCULINO,30
2016-0175,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,-58.46064174,-34.62960517,BICICLETA,12/27/2016,2016,12,27,PEATON,PEATON,FEMENINO,30
2016-0176,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,-58.36956186,-34.61232875,PASAJEROS,12/28/2016,2016,12,28,CONDUCTOR,MOTO,MASCULINO,28
2016-0177,4,ARENALES 3319,CALLE,14,-58.40966671,-34.58788235,AUTO,12/29/2016,2016,12,29,PEATON,PEATON,FEMENINO,27
2016-0178,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,-58.40288226,-34.61544091,MULTIPLE,12/30/2016,2016,12,30,PEATON,PEATON,FEMENINO,7
2017-0001,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,-58.4659423,-34.61028571,CARGAS,1/2/2017,2017,1,2,CONDUCTOR,MOTO,MASCULINO,18
2017-0003,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,-58.38957669,-34.64410277,CARGAS,1/5/2017,2017,1,5,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33
2017-0007,17,LIMA Y MEXICO,CALLE,1,-58.3816166,-34.61529543,MULTIPLE,1/11/2017,2017,1,11,PEATON,PEATON,MASCULINO,48
2017-0008,0,JOSE A CABRERA Y BONPLAND,CALLE,14,-58.43917004,-34.58494351,PASAJEROS,1/16/2017,2017,1,16,CONDUCTOR,MOTO,MASCULINO,29
2017-0009,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,-58.41595919,-34.62743346,CARGAS,1/16/2017,2017,1,16,CONDUCTOR,MOTO,MASCULINO,36
2017-0010,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,-58.4356488,-34.62828656,AUTO,1/16/2017,2017,1,16,CONDUCTOR,MOTO,MASCULINO,23
2017-0011,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,12,-58.5007381,-34.5497951,OBJETO FIJO,1/22/2017,2017,1,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29
2017-0012,14,TRAFUL Y DIOGENES TABORDA,CALLE,4,-58.40969005,-34.6505529,CARGAS,1/24/2017,2017,1,24,CONDUCTOR,MOTO,MASCULINO,30
2017-0013,7,IRIARTE 3055,AVENIDA,4,-58.38972622,-34.65098981,CARGAS,1/27/2017,2017,1,27,PEATON,PEATON,MASCULINO,4
2017-0014,8,AV. DONADO Y ARIAS,AVENIDA,12,-58.49185972,-34.55046754,MULTIPLE,1/28/2017,2017,1,28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22
2017-0015,15,CORDOBA AV. Y CALLAO,AVENIDA,2,-58.39293417,-34.59963642,AUTO,2/2/2017,2017,2,2,PEATON,PEATON,MASCULINO,82
2017-0016,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,-58.38099494,-34.62288231,CARGAS,2/3/2017,2017,2,3,CONDUCTOR,MOTO,MASCULINO,27
2017-0017,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,-58.429012,-34.58095431,AUTO,2/6/2017,2017,2,6,CONDUCTOR,MOTO,MASCULINO,32
2017-0018,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,9,-58.50877521,-34.66977709,AUTO,2/9/2017,2017,2,9,CONDUCTOR,MOTO,MASCULINO,30
2017-0021,5,SARMIENTO Y LIBERTAD,CALLE,1,-58.38362373,-34.60509972,PASAJEROS,2/18/2017,2017,2,18,CONDUCTOR,MOTO,MASCULINO,43
2017-0024,20,AV. RIVADAVIA 7121,AVENIDA,7,-58.46589308,-34.62955795,PASAJEROS,2/23/2017,2017,2,23,PEATON,PEATON,MASCULINO,39
2017-0025,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,-58.43614426,-34.6542464,AUTO,2/24/2017,2017,2,24,CONDUCTOR,MOTO,MASCULINO,23
2017-0026,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,OBJETO FIJO,2/26/2017,2017,2,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23
2017-0026,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,OBJETO FIJO,2/26/2017,2017,2,26,CONDUCTOR,AUTO,MASCULINO,19
2017-0027,21,AV. CASEROS 1429,AVENIDA,1,-58.38332245,-34.6319325,AUTO,2/26/2017,2017,2,26,PEATON,PEATON,MASCULINO,30
2017-0028,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,-58.45475488,-34.61196327,AUTO,2/28/2017,2017,2,28,PEATON,PEATON,MASCULINO,87
2017-0029,2,MOZART Y TANDIL,CALLE,9,-58.48501341,-34.64742455,AUTO,3/7/2017,2017,3,7,CONDUCTOR,MOTO,MASCULINO,34
2017-0030,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,-58.47010988,-34.65872088,PASAJEROS,3/7/2017,2017,3,7,CONDUCTOR,AUTO,FEMENINO,27
2017-0031,1,24 DE NOVIEMBRE Y PAVON ,CALLE,3,-58.4099756,-34.62873635,OBJETO FIJO,3/11/2017,2017,3,11,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70
2017-0032,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO,3/12/2017,2017,3,12,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40
2017-0033,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO,3/12/2017,2017,3,12,CONDUCTOR,AUTO,MASCULINO,28
2017-0034,7,GODOY CRUZ 2651,CALLE,14,-58.42554218,-34.57929036,AUTO,3/13/2017,2017,3,13,PEATON,PEATON,MASCULINO,43
2017-0035,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,OBJETO FIJO,3/23/2017,2017,3,23,CONDUCTOR,AUTO,MASCULINO,28
2017-0035,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,OBJETO FIJO,3/23/2017,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32
2017-0035,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,-58.35881506,-34.61113641,OBJETO FIJO,3/23/2017,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30
2017-0036,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,12,-58.51452347,-34.58159762,PASAJEROS,3/29/2017,2017,3,29,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30
2017-0036,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,12,-58.51452347,-34.58159762,PASAJEROS,3/29/2017,2017,3,29,CONDUCTOR,MOTO,MASCULINO,20
2017-0037,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,CARGAS,3/31/2017,2017,3,31,CONDUCTOR,MOTO,MASCULINO,41
2017-0038,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,-58.44516857,-34.64363363,AUTO,4/1/2017,2017,4,1,CONDUCTOR,MOTO,FEMENINO,40
2017-0040,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,-58.43834197,-34.54560369,MULTIPLE,4/3/2017,2017,4,3,CONDUCTOR,AUTO,MASCULINO,43
2017-0041,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,-58.45485084,-34.63531854,AUTO,4/3/2017,2017,4,3,CONDUCTOR,MOTO,MASCULINO,17
2017-0042,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,14,-58.441664463445676,-34.61969973512046,CARGAS,4/10/2017,2017,4,10,CONDUCTOR,MOTO,MASCULINO,30
2017-0045,6,NOGOYA 5940,CALLE,10,-58.52449285,-34.62454175,OBJETO FIJO,4/14/2017,2017,4,14,CONDUCTOR,MOTO,MASCULINO,21
2017-0047,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,-58.46713742,-34.6719879,AUTO,4/23/2017,2017,4,23,CONDUCTOR,MOTO,MASCULINO,37
2017-0049,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,-58.43850413,-34.65554754,PASAJEROS,4/27/2017,2017,4,27,PEATON,PEATON,MASCULINO,22
2017-0050,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,-58.441664463445676,-34.61969973512046,CARGAS,4/28/2017,2017,4,28,CONDUCTOR,MOTO,MASCULINO,46
2017-0050,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,-58.441664463445676,-34.61969973512046,CARGAS,4/28/2017,2017,4,28,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16
2017-0051,3,AU DELLEPIANE 2400,AUTOPISTA,7,-58.441664463445676,-34.61969973512046,AUTO,5/1/2017,2017,5,1,CONDUCTOR,AUTO,MASCULINO,33
2017-0052,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,8,-58.49413799,-34.68095739,CARGAS,5/5/2017,2017,5,5,PEATON,PEATON,FEMENINO,47
2017-0053,20,VIEYTES Y VILLARINO,CALLE,4,-58.37547846,-34.65326075,CARGAS,5/5/2017,2017,5,5,CONDUCTOR,MOTO,MASCULINO,28
2017-0054,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,-58.48680218,-34.58689719,AUTO,5/7/2017,2017,5,7,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20
2017-0055,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,-58.49563989,-34.57962262,AUTO,5/9/2017,2017,5,9,CONDUCTOR,AUTO,MASCULINO,32
2017-0058,23,AV. CORDOBA Y LIBERTAD,AVENIDA,1,-58.38403232,-34.5991594,MOTO,5/9/2017,2017,5,9,PEATON,PEATON,MASCULINO,80
2017-0059,9,BRASIL Y LIMA,CALLE,1,-58.38223382,-34.62693865,PASAJEROS,5/11/2017,2017,5,11,PEATON,PEATON,FEMENINO,39
2017-0060,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.45966521,-34.67323292,OBJETO FIJO,5/13/2017,2017,5,13,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30
2017-0061,13,PARAGUAY Y AV. CALLAO ,AVENIDA,2,-58.39303911,-34.59871111,MOTO,5/15/2017,2017,5,15,PEATON,PEATON,MASCULINO,47
2017-0062,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,-58.51262106,-34.63395999,CARGAS,5/15/2017,2017,5,15,CONDUCTOR,MOTO,MASCULINO,35
2017-0063,10,CHILE Y AV. 9 DE JULIO,AVENIDA,1,-58.38118367,-34.61646839,PASAJEROS,5/17/2017,2017,5,17,PEATON,PEATON,FEMENINO,79
2017-0064,5,MAIPU Y PERON,CALLE,1,-58.37653284,-34.60582475,AUTO,5/20/2017,2017,5,20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61
2017-0065,16,AV. SUAREZ Y HERRERA,AVENIDA,4,-58.37709334,-34.64035082,CARGAS,5/22/2017,2017,5,22,CICLISTA,BICICLETA,MASCULINO,21
2017-0066,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,-58.46002142,-34.60409469,PASAJEROS,5/22/2017,2017,5,22,PEATON,PEATON,MASCULINO,10
2017-0067,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,-58.4338197,-34.62801894,CARGAS,5/23/2017,2017,5,23,CONDUCTOR,MOTO,MASCULINO,21
2017-0068,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,-58.43580656,-34.66437532,OBJETO FIJO,5/27/2017,2017,5,27,CONDUCTOR,MOTO,MASCULINO,32
2017-0069,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,9,-58.52173071,-34.65997463,AUTO,5/29/2017,2017,5,29,CONDUCTOR,MOTO,MASCULINO,39
2017-0070,13,NUEVA YORK  3696,CALLE,11,-58.50791763,-34.59804273,AUTO,5/30/2017,2017,5,30,PEATON,PEATON,MASCULINO,80
2017-0072,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,-58.49175088,-34.58226957,AUTO,6/3/2017,2017,6,3,CONDUCTOR,AUTO,MASCULINO,25
2017-0073,9,AV. CORRIENTES Y ECUADOR,AVENIDA,3,-58.40781467,-34.60425669,AUTO,6/4/2017,2017,6,4,CONDUCTOR,MOTO,MASCULINO,19
2017-0074,12,CASCO 133,CALLE,9,-58.52567073,-34.63787791,AUTO,6/4/2017,2017,6,4,CONDUCTOR,MOTO,MASCULINO,70
2017-0075,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,-58.381542,-34.60906385,MOTO,6/12/2017,2017,6,12,PEATON,PEATON,MASCULINO,55
2017-0076,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,-58.38526125,-34.5780581,CARGAS,6/13/2017,2017,6,13,PEATON,PEATON,FEMENINO,30
2017-0077,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,-58.42934104,-34.58451712,CARGAS,6/17/2017,2017,6,17,CONDUCTOR,MOTO,FEMENINO,60
2017-0079,16,MEXICO Y DEAN FUNES,CALLE,3,-58.40657493,-34.61781124,CARGAS,6/19/2017,2017,6,19,CONDUCTOR,MOTO,MASCULINO,33
2017-0080,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,-58.49525314,-34.64487785,CARGAS,6/22/2017,2017,6,22,PEATON,PEATON,FEMENINO,95
2017-0082,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,-58.39092851,-34.62932696,AUTO,6/25/2017,2017,6,25,PEATON,PEATON,MASCULINO,36
2017-0083,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,-58.49603546,-34.64564271,CARGAS,7/4/2017,2017,7,4,CONDUCTOR,MOTO,MASCULINO,37
2017-0084,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,-58.38502878,-34.58703485,PASAJEROS,7/5/2017,2017,7,5,PEATON,PEATON,FEMENINO,73
2017-0085,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,-58.37261143,-34.63150425,PASAJEROS,7/7/2017,2017,7,7,PEATON,PEATON,MASCULINO,84
2017-0086,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,-58.51876802,-34.63905965,MOTO,7/9/2017,2017,7,9,PEATON,PEATON,FEMENINO,30
2017-0087,10,24 DE NOVIEMBRE 390,CALLE,3,-58.41095567,-34.61516101,AUTO,7/10/2017,2017,7,10,PEATON,PEATON,FEMENINO,73
2017-0088,22,AV. PASEO COLON Y BRASIL,AVENIDA,1,-58.36797542,-34.62519403,PASAJEROS,7/10/2017,2017,7,10,PEATON,PEATON,MASCULINO,43
2017-0089,12,MARTINIANO LEGUIZAMON 901,CALLE,9,-58.51514709,-34.64787051,AUTO,7/13/2017,2017,7,13,CONDUCTOR,MOTO,MASCULINO,23
2017-0090,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,11,-58.51925642,-34.59171721,AUTO,7/15/2017,2017,7,15,PEATON,PEATON,MASCULINO,22
2017-0091,13,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,12,-58.48671535,-34.54321216,AUTO,7/15/2017,2017,7,15,CONDUCTOR,MOTO,MASCULINO,58
2017-0092,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,-58.38268809,-34.62282019,AUTO,7/24/2017,2017,7,24,PEATON,PEATON,MASCULINO,66
2017-0093,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,-58.43633522,-34.54966288,AUTO,7/25/2017,2017,7,25,PEATON,PEATON,MASCULINO,30
2017-0094,8,VICTOR HUGO 2639,CALLE,10,-58.52640838,-34.61765855,CARGAS,7/27/2017,2017,7,27,CICLISTA,BICICLETA,FEMENINO,56
2017-0095,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,-58.41894306,-34.59778875,AUTO,8/6/2017,2017,8,6,CONDUCTOR,MOTO,MASCULINO,36
2017-0096,19,AV. CABILDO Y NUÑEZ,AVENIDA,13,-58.46756026,-34.54972741,PASAJEROS,8/7/2017,2017,8,7,PEATON,PEATON,MASCULINO,87
2017-0098,12,JOSE BONIFACIO 2114,CALLE,7,-58.45715752,-34.63132912,AUTO,8/8/2017,2017,8,8,PEATON,PEATON,FEMENINO,61
2017-0099,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,-58.42406784,-34.56213916,AUTO,8/17/2017,2017,8,17,CICLISTA,BICICLETA,MASCULINO,28
2017-0100,7,VENEZUELA 2135,CALLE,3,-58.3967447,-34.61512051,OBJETO FIJO,8/21/2017,2017,8,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16
2017-0101,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,8/23/2017,2017,8,23,PEATON,PEATON,FEMENINO,61
2017-0102,1,IRIARTE Y ZAVALETA,AVENIDA,4,-58.40056767,-34.6510708,CARGAS,8/24/2017,2017,8,24,PEATON,PEATON,MASCULINO,46
2017-0104,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,-58.38109568,-34.61853244,CARGAS,8/25/2017,2017,8,25,PEATON,PEATON,FEMENINO,18
2017-0106,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,-58.42533612,-34.58035258,PASAJEROS,8/31/2017,2017,8,31,PEATON,PEATON,FEMENINO,85
2017-0107,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,-58.46062311,-34.54395182,CARGAS,9/1/2017,2017,9,1,CONDUCTOR,MOTO,MASCULINO,41
2017-0108,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO,9/2/2017,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17
